name	model	mcode	type	type2	subType	cost	dropLevel	prop1	prop2	prop3	prop4	prop5	
魔力魅惑	g5011_s_dod	16	4	0	0	0	0	0	0	0	0	0
白丽清梦	g5012_h_dod	2	1	0	0	0	0	0	0	0	0	0
白丽清梦	g5012_j_dod	4	2	0	0	0	0	0	0	0	0	0
白丽清梦	g5012_p_dod	8	3	0	0	0	0	0	0	0	0	0
白领风范	g5012_s_dod	16	4	0	0	0	0	0	0	0	0	0
清清色彩	g5013_h_dod	2	1	0	0	0	0	0	0	0	0	0
清清色彩	g5013_j_dod	4	2	0	0	0	0	0	0	0	0	0
清清色彩	g5013_p_dod	8	3	0	0	0	0	0	0	0	0	0
清清色彩	g5013_s_dod	16	4	0	0	0	0	0	0	0	0	0
魅力相间	g5014_h_dod	2	1	0	0	0	0	0	0	0	0	0
魅力相间	g5014_j_dod	4	2	0	0	0	0	0	0	0	0	0
魅力相间	g5014_p_dod	8	3	0	0	0	0	0	0	0	0	0
魅力相间	g5014_s_dod	16	4	0	0	0	0	0	0	0	0	0
海滩之恋	g5015_h_dod	2	1	0	0	0	0	0	0	0	0	0
海滩之恋	g5015_j_dod	4	2	0	0	0	0	0	0	0	0	0
海滩之恋	g5015_p_dod	8	3	0	0	0	0	0	0	0	0	0
海滩之恋	g5015_s_dod	16	4	0	0	0	0	0	0	0	0	0
炫蓝多丽	g5016_h_dod	2	1	0	0	0	0	0	0	0	0	0
炫蓝多丽	g5016_jp_dod	12	9	0	0	0	0	0	0	0	0	0
炫蓝多丽	g5016_s_dod	16	4	0	0	0	0	0	0	0	0	0
多姿多彩	g5017_h_dod	2	1	0	0	0	0	0	0	0	0	0
多姿多彩	g5017_j_dod	4	2	0	0	0	0	0	0	0	0	0
多姿多彩	g5017_p_dod	8	3	0	0	0	0	0	0	0	0	0
多姿多彩	g5017_s_dod	16	4	0	0	0	0	0	0	0	0	0
梦幻紫韵	g5018_h_dod	2	1	0	0	0	0	0	0	0	0	0
梦幻紫韵	g5018_jp_dod	12	9	0	0	0	0	0	0	0	0	0
梦幻紫韵	g5018_s_dod	16	4	0	0	0	0	0	0	0	0	0
蓝调爱恋	g5019_h_dod	2	1	0	0	0	0	0	0	0	0	0
蓝调爱恋	g5019_jp_dod	12	9	0	0	0	0	0	0	0	0	0
蓝调爱恋	g5019_s_dod	16	4	0	0	0	0	0	0	0	0	0
夏日阳光	g5020_h_dod	2	1	0	0	0	0	0	0	0	0	0
夏日阳光	g5020_j_dod	4	2	0	0	0	0	0	0	0	0	0
夏日阳光	g5020_p_dod	8	3	0	0	0	0	0	0	0	0	0
夏日阳光	g5020_s_dod	16	4	0	0	0	0	0	0	0	0	0
纯洁天使	g5021_h_dod	2	1	0	0	0	0	0	0	0	0	0
纯洁天使	g5021_jp_dod	12	9	0	0	0	0	0	0	0	0	0
纯洁天使	g5021_s_dod	16	4	0	0	0	0	0	0	0	0	0
街舞少女	g5022_h_dod	2	1	0	0	0	0	0	0	0	0	0
街舞少女	g5022_j_dod	4	2	0	0	0	0	0	0	0	0	0
街舞少女	g5022_p_dod	8	3	0	0	0	0	0	0	0	0	0
街舞少女	g5022_s_dod	16	4	0	0	0	0	0	0	0	0	0
香柠糖果	g5023_h_dod	2	1	0	0	0	0	0	0	0	0	0
香柠糖果	g5023_jp_dod	12	9	0	0	0	0	0	0	0	0	0
香柠糖果	g5023_s_dod	16	4	0	0	0	0	0	0	0	0	0
黑衣萝莉	g5024_h_dod	2	1	0	0	0	0	0	0	0	0	0
黑衣萝莉	g5024_j_dod	4	2	0	0	0	0	0	0	0	0	0
波波达人	g5025_h_dod	2	1	0	0	0	0	0	0	0	0	0
波波达人	g5025_j_dod	4	2	0	0	0	0	0	0	0	0	0
波波达人	g5025_p_dod	8	3	0	0	0	0	0	0	0	0	0
波波达人	g5025_s_dod	16	4	0	0	0	0	0	0	0	0	0
清音雪影	g5026_h_dod	2	1	0	0	0	0	0	0	0	0	0
清音雪影	g5026_jp_dod	12	9	0	0	0	0	0	0	0	0	0
清音雪影	g5026_s_dod	16	4	0	0	0	0	0	0	0	0	0
紫色轻歌	g5027_h_dod	2	1	0	0	0	0	0	0	0	0	0
紫色轻歌	g5027_jp_dod	12	9	0	0	0	0	0	0	0	0	0
紫色轻歌	g5027_s_dod	16	4	0	0	0	0	0	0	0	0	0
粉甜爱恋	g5028_h_dod	2	1	0	0	0	0	0	0	0	0	0
粉甜爱恋	g5028_jp_dod	12	9	0	0	0	0	0	0	0	0	0
粉甜爱恋	g5028_s_dod	16	4	0	0	0	0	0	0	0	0	0
暖冬情谊	g5029_h_dod	2	1	0	0	0	0	0	0	0	0	0
暖冬情谊	g5029_jp_dod	12	9	0	0	0	0	0	0	0	0	0
暖冬情谊	g5029_s_dod	16	4	0	0	0	0	0	0	0	0	0
冬季恋歌	g5030_h_dod	2	1	0	0	0	0	0	0	0	0	0
冬季恋歌	g5030_j_dod	4	2	0	0	0	0	0	0	0	0	0
冬季恋歌	g5030_p_dod	8	3	0	0	0	0	0	0	0	0	0
冬季恋歌	g5030_s_dod	16	4	0	0	0	0	0	0	0	0	0
豹耳之吻	g5031_s_dod	16	4	0	0	0	0	0	0	0	0	0
浪漫爱琴海	g5032_h_dod	2	1	0	0	0	0	0	0	0	0	0
浪漫爱琴海	g5032_jp_dod	12	9	0	0	0	0	0	0	0	0	0
浪漫爱琴海	g5032_s_dod	16	4	0	0	0	0	0	0	0	0	0
精灵爱恋	g5033_h_dod	2	1	0	0	0	0	0	0	0	0	0
精灵爱恋	g5033_j_dod	4	2	0	0	0	0	0	0	0	0	0
精灵爱恋	g5033_p_dod	8	3	0	0	0	0	0	0	0	0	0
精灵爱恋	g5033_s_dod	16	4	0	0	0	0	0	0	0	0	0
花蜜茶	g5034_h_dod	2	1	0	0	0	0	0	0	0	0	0
花蜜茶	g5034_jp_dod	12	9	0	0	0	0	0	0	0	0	0
花蜜茶	g5034_s_dod	16	4	0	0	0	0	0	0	0	0	0
百花公主	g5035_h_dod	2	1	0	0	0	0	0	0	0	0	0
百花公主	g5035_j_dod	4	2	0	0	0	0	0	0	0	0	0
典雅倩影	g5036_h_dod	2	1	0	0	0	0	0	0	0	0	0
典雅倩影	g5036_jp_dod	12	9	0	0	0	0	0	0	0	0	0
典雅倩影	g5036_s_dod	16	4	0	0	0	0	0	0	0	0	0
花心雨	g5037_h_dod	2	1	0	0	0	0	0	0	0	0	0
花心雨	g5037_jp_dod	12	9	0	0	0	0	0	0	0	0	0
花心雨	g5037_s_dod	16	4	0	0	0	0	0	0	0	0	0
时尚芭莎	g5038_h_dod	2	1	0	0	0	0	0	0	0	0	0
时尚芭莎	g5038_jp_dod	12	9	0	0	0	0	0	0	0	0	0
时尚芭莎	g5038_s_dod	16	4	0	0	0	0	0	0	0	0	0
灿如夏花	g5039_h_dod	2	1	0	0	0	0	0	0	0	0	0
灿如夏花	g5039_jp_dod	12	9	0	0	0	0	0	0	0	0	0
灿如夏花	g5039_s_dod	16	4	0	0	0	0	0	0	0	0	0
丘比特之恋	g5040_h_dod	2	1	0	0	0	0	0	0	0	0	0
丘比特之恋	g5040_j_dod	4	2	0	0	0	0	0	0	0	0	0
星梦奇缘	g5041_h_dod	2	1	0	0	0	0	0	0	0	0	0
星梦奇缘	g5041_jp_dod	12	9	0	0	0	0	0	0	0	0	0
星梦奇缘	g5041_s_dod	16	4	0	0	0	0	0	0	0	0	0
踏莎美人	g5042_h_dod	2	1	0	0	0	0	0	0	0	0	0
踏莎美人	g5042_jp_dod	12	9	0	0	0	0	0	0	0	0	0
踏莎美人	g5042_s_dod	16	4	0	0	0	0	0	0	0	0	0
蓝色梦璃	g5043_h_dod	2	1	0	0	0	0	0	0	0	0	0
蓝色梦璃	g5043_jp_dod	12	9	0	0	0	0	0	0	0	0	0
蓝色梦璃	g5043_s_dod	16	4	0	0	0	0	0	0	0	0	0
粉色情谊	g5044_h_dod	2	1	0	0	0	0	0	0	0	0	0
粉色情谊	g5044_jp_dod	12	9	0	0	0	0	0	0	0	0	0
粉色情谊	g5044_s_dod	16	4	0	0	0	0	0	0	0	0	0
爱的赞礼	g5045_h_dod	2	1	0	0	0	0	0	0	0	0	0
爱的赞礼	g5045_jp_dod	12	9	0	0	0	0	0	0	0	0	0
爱的赞礼	g5045_s_dod	16	4	0	0	0	0	0	0	0	0	0
锦绣芳华	g5046_h_dod	2	1	0	0	0	0	0	0	0	0	0
锦绣芳华	g5046_jp_dod	12	9	0	0	0	0	0	0	0	0	0
锦绣芳华	g5046_s_dod	16	4	0	0	0	0	0	0	0	0	0
彩梦心韵	g5047_h_dod	2	1	0	0	0	0	0	0	0	0	0
彩梦心韵	g5047_jp_dod	12	9	0	0	0	0	0	0	0	0	0
彩梦心韵	g5047_s_dod	16	4	0	0	0	0	0	0	0	0	0
嫣然媚情	g5048_h_dod	2	1	0	0	0	0	0	0	0	0	0
嫣然媚情	g5048_jp_dod	12	9	0	0	0	0	0	0	0	0	0
嫣然媚情	g5048_s_dod	16	4	0	0	0	0	0	0	0	0	0
摇梦幽兰	g5049_h_dod	2	1	0	0	0	0	0	0	0	0	0
摇梦幽兰	g5049_jp_dod	12	9	0	0	0	0	0	0	0	0	0
摇梦幽兰	g5049_s_dod	16	4	0	0	0	0	0	0	0	0	0
小丑宝贝	g5050_h_dod	2	1	0	0	0	0	0	0	0	0	0
小丑宝贝	g5050_jp_dod	12	9	0	0	0	0	0	0	0	0	0
小丑宝贝	g5050_s_dod	16	4	0	0	0	0	0	0	0	0	0
魔术少女	g5051_h_dod	2	1	0	0	0	0	0	0	0	0	0
魔术少女	g5051_jp_dod	12	9	0	0	0	0	0	0	0	0	0
魔术少女	g5051_s_dod	16	4	0	0	0	0	0	0	0	0	0
粉兔女郎	g5052_s_dod	16	4	0	0	0	0	0	0	0	0	0
清爽伊人	g5053_h_dod	2	1	0	0	0	0	0	0	0	0	0
清爽伊人	g5053_j_dod	4	2	0	0	0	0	0	0	0	0	0
清爽伊人	g5053_p_dod	8	3	0	0	0	0	0	0	0	0	0
清爽伊人	g5053_s_dod	16	4	0	0	0	0	0	0	0	0	0
箱子宝贝	g5054_h_dod	2	1	0	0	0	0	0	0	0	0	0
箱子宝贝	g5054_jp_dod	12	9	0	0	0	0	0	0	0	0	0
箱子宝贝	g5054_s_dod	16	4	0	0	0	0	0	0	0	0	0
壁花少女	g5055_h_dod	2	1	0	0	0	0	0	0	0	0	0
壁花少女	g5055_jp_dod	12	9	0	0	0	0	0	0	0	0	0
壁花少女	g5055_s_dod	16	4	0	0	0	0	0	0	0	0	0
玲珑少女	g5056_h_dod	2	1	0	0	0	0	0	0	0	0	0
玲珑少女	g5056_jp_dod	12	9	0	0	0	0	0	0	0	0	0
玲珑少女	g5056_s_dod	16	4	0	0	0	0	0	0	0	0	0
时尚魔女	g5057_h_dod	2	1	0	0	0	0	0	0	0	0	0
时尚魔女	g5057_jp_dod	12	9	0	0	0	0	0	0	0	0	0
时尚魔女	g5057_s_dod	16	4	0	0	0	0	0	0	0	0	0
繁花清梦	g5058_h_dod	2	1	0	0	0	0	0	0	0	0	0
繁花清梦	g5058_jp_dod	12	9	0	0	0	0	0	0	0	0	0
繁花清梦	g5058_s_dod	16	4	0	0	0	0	0	0	0	0	0
蔷薇之恋	g5059_h_dod	2	1	0	0	0	0	0	0	0	0	0
蔷薇之恋	g5059_jp_dod	12	9	0	0	0	0	0	0	0	0	0
蔷薇之恋	g5059_s_dod	16	4	0	0	0	0	0	0	0	0	0
甜蜜之旅	g5060_h_dod	2	1	0	0	0	0	0	0	0	0	0
甜蜜之旅	g5060_jp_dod	12	9	0	0	0	0	0	0	0	0	0
甜蜜之旅	g5060_s_dod	16	4	0	0	0	0	0	0	0	0	0
雪饰柔情	g5061_h_dod	2	1	0	0	0	0	0	0	0	0	0
雪饰柔情	g5061_jp_dod	12	9	0	0	0	0	0	0	0	0	0
雪饰柔情	g5061_s_dod	16	4	0	0	0	0	0	0	0	0	0
晚装柔情	g5062_h_dod	2	1	0	0	0	0	0	0	0	0	0
晚装柔情	g5062_jp_dod	12	9	0	0	0	0	0	0	0	0	0
晚装柔情	g5062_s_dod	16	4	0	0	0	0	0	0	0	0	0
京都爱情	g5063_h_dod	2	1	0	0	0	0	0	0	0	0	0
京都爱情	g5063_jps_dod	28	9	0	0	0	0	0	0	0	0	0
宫廷爱恋	g5064_h_dod	2	1	0	0	0	0	0	0	0	0	0
宫廷爱恋	g5064_jp_dod	12	9	0	0	0	0	0	0	0	0	0
宫廷爱恋	g5064_s_dod	16	4	0	0	0	0	0	0	0	0	0
夜之礼服	g5065_h_dod	2	1	0	0	0	0	0	0	0	0	0
夜之礼服	g5065_j_dod	4	2	0	0	0	0	0	0	0	0	0
夜之礼服	g5065_p_dod	8	3	0	0	0	0	0	0	0	0	0
夜之礼服	g5065_s_dod	16	4	0	0	0	0	0	0	0	0	0
童梦佳人	g5066_h_dod	2	1	0	0	0	0	0	0	0	0	0
童梦佳人	g5066_jp_dod	12	9	0	0	0	0	0	0	0	0	0
童梦佳人	g5066_s_dod	16	4	0	0	0	0	0	0	0	0	0
黑色芭莎	g5067_h_dod	2	1	0	0	0	0	0	0	0	0	0
黑色芭莎	g5067_jp_dod	12	9	0	0	0	0	0	0	0	0	0
黑色芭莎	g5067_s_dod	16	4	0	0	0	0	0	0	0	0	0
情谊学院	g5068_h_dod	2	1	0	0	0	0	0	0	0	0	0
情谊学院	g5068_j_dod	4	2	0	0	0	0	0	0	0	0	0
情谊学院	g5068_p_dod	8	3	0	0	0	0	0	0	0	0	0
情谊学院	g5068_s_dod	16	4	0	0	0	0	0	0	0	0	0
淡月伊人	g5069_h_dod	2	1	0	0	0	0	0	0	0	0	0
淡月伊人	g5069_jp_dod	12	9	0	0	0	0	0	0	0	0	0
淡月伊人	g5069_s_dod	16	4	0	0	0	0	0	0	0	0	0
乐活少女	g5070_h_dod	2	1	0	0	0	0	0	0	0	0	0
乐活少女	g5070_j_dod	4	2	0	0	0	0	0	0	0	0	0
乐活少女	g5070_p_dod	8	3	0	0	0	0	0	0	0	0	0
乐活少女	g5070_s_dod	16	4	0	0	0	0	0	0	0	0	0
平凡经典	g5071_h_dod	2	1	0	0	0	0	0	0	0	0	0
平凡经典	g5071_jp_dod	12	9	0	0	0	0	0	0	0	0	0
平凡经典	g5071_s_dod	16	4	0	0	0	0	0	0	0	0	0
恬美嫁衣	g5072_h_dod	2	1	0	0	0	0	0	0	0	0	0
恬美嫁衣	g5072_jp_dod	12	9	0	0	0	0	0	0	0	0	0
恬美嫁衣	g5072_s_dod	16	4	0	0	0	0	0	0	0	0	0
玫瑰爱恋	g5073_h_dod	2	1	0	0	0	0	0	0	0	0	0
玫瑰爱恋	g5073_jp_dod	12	9	0	0	0	0	0	0	0	0	0
玫瑰爱恋	g5073_s_dod	16	4	0	0	0	0	0	0	0	0	0
粉色梦纱	g5074_h_dod	2	1	0	0	0	0	0	0	0	0	0
粉色梦纱	g5074_jp_dod	12	9	0	0	0	0	0	0	0	0	0
粉色梦纱	g5074_s_dod	16	4	0	0	0	0	0	0	0	0	0
紫色梦纱	g5075_h_dod	2	1	0	0	0	0	0	0	0	0	0
紫色梦纱	g5075_jp_dod	12	9	0	0	0	0	0	0	0	0	0
紫色梦纱	g5075_s_dod	16	4	0	0	0	0	0	0	0	0	0
华服蜜意	g5076_h_dod	2	1	0	0	0	0	0	0	0	0	0
华服蜜意	g5076_jp_dod	12	9	0	0	0	0	0	0	0	0	0
华服蜜意	g5076_s_dod	16	4	0	0	0	0	0	0	0	0	0
星月恋曲	g5077_h_dod	2	1	0	0	0	0	0	0	0	0	0
星月恋曲	g5077_jp_dod	12	9	0	0	0	0	0	0	0	0	0
星月恋曲	g5077_s_dod	16	4	0	0	0	0	0	0	0	0	0
初雪之恋	g5078_h_dod	2	1	0	0	0	0	0	0	0	0	0
初雪之恋	g5078_jp_dod	12	9	0	0	0	0	0	0	0	0	0
初雪之恋	g5078_s_dod	16	4	0	0	0	0	0	0	0	0	0
香氛蜜恋	g5079_h_dod	2	1	0	0	0	0	0	0	0	0	0
香氛蜜恋	g5079_jp_dod	12	9	0	0	0	0	0	0	0	0	0
香氛蜜恋	g5079_s_dod	16	4	0	0	0	0	0	0	0	0	0
紫花夏梦	g5080_h_dod	2	1	0	0	0	0	0	0	0	0	0
紫花夏梦	g5080_jp_dod	12	9	0	0	0	0	0	0	0	0	0
紫花夏梦	g5080_s_dod	16	4	0	0	0	0	0	0	0	0	0
束缚的爱	g5081_h_dod	2	1	0	0	0	0	0	0	0	0	0
束缚的爱	g5081_jp_dod	12	9	0	0	0	0	0	0	0	0	0
束缚的爱	g5081_s_dod	16	4	0	0	0	0	0	0	0	0	0
素雅伊人	g5082_h_dod	2	1	0	0	0	0	0	0	0	0	0
素雅伊人	g5082_jp_dod	12	9	0	0	0	0	0	0	0	0	0
素雅伊人	g5082_s_dod	16	4	0	0	0	0	0	0	0	0	0
绯色妖娆	g5083_h_dod	2	1	0	0	0	0	0	0	0	0	0
绯色妖娆	g5083_jp_dod	12	9	0	0	0	0	0	0	0	0	0
绯色妖娆	g5083_s_dod	16	4	0	0	0	0	0	0	0	0	0
花海伊人	g5084_h_dod	2	1	0	0	0	0	0	0	0	0	0
花海伊人	g5084_jp_dod	12	9	0	0	0	0	0	0	0	0	0
花海伊人	g5084_s_dod	16	4	0	0	0	0	0	0	0	0	0
时尚牛仔	g5085_h_dod	2	1	0	0	0	0	0	0	0	0	0
时尚牛仔	g5085_jp_dod	12	9	0	0	0	0	0	0	0	0	0
时尚牛仔	g5085_s_dod	16	4	0	0	0	0	0	0	0	0	0
梦幻小祈	g5086_h_dod	2	1	0	0	0	0	0	0	0	0	0
梦幻小祈	g5086_jp_dod	12	9	0	0	0	0	0	0	0	0	0
梦幻小祈	g5086_s_dod	16	4	0	0	0	0	0	0	0	0	0
蓝海宝贝	g5087_h_dod	2	1	0	0	0	0	0	0	0	0	0
蓝海宝贝	g5087_jp_dod	12	9	0	0	0	0	0	0	0	0	0
蓝海宝贝	g5087_s_dod	16	4	0	0	0	0	0	0	0	0	0
怡心花雪	g5088_h_dod	2	1	0	0	0	0	0	0	0	0	0
怡心花雪	g5088_jp_dod	12	9	0	0	0	0	0	0	0	0	0
怡心花雪	g5088_s_dod	16	4	0	0	0	0	0	0	0	0	0
雪露	g5089_h_dod	2	1	0	0	0	0	0	0	0	0	0
雪露	g5089_jp_dod	12	9	0	0	0	0	0	0	0	0	0
雪露	g5089_s_dod	16	4	0	0	0	0	0	0	0	0	0
兰卡	g5090_h_dod	2	1	0	0	0	0	0	0	0	0	0
兰卡	g5090_jp_dod	12	9	0	0	0	0	0	0	0	0	0
兰卡	g5090_s_dod	16	4	0	0	0	0	0	0	0	0	0
幻城少女	g5091_h_dod	2	1	0	0	0	0	0	0	0	0	0
幻城少女	g5091_jp_dod	12	9	0	0	0	0	0	0	0	0	0
幻城少女	g5091_s_dod	16	4	0	0	0	0	0	0	0	0	0
淡月花影	g5092_h_dod	2	1	0	0	0	0	0	0	0	0	0
淡月花影	g5092_jp_dod	12	9	0	0	0	0	0	0	0	0	0
淡月花影	g5092_s_dod	16	4	0	0	0	0	0	0	0	0	0
御姐倾心	g5093_h_dod	2	1	0	0	0	0	0	0	0	0	0
御姐倾心	g5093_jp_dod	12	9	0	0	0	0	0	0	0	0	0
御姐倾心	g5093_s_dod	16	4	0	0	0	0	0	0	0	0	0
希望学院	g5094_h_dod	2	1	0	0	0	0	0	0	0	0	0
希望学院	g5094_jp_dod	12	9	0	0	0	0	0	0	0	0	0
希望学院	g5094_s_dod	16	4	0	0	0	0	0	0	0	0	0
部落风情	g5100_hjps_dod	30	9	0	0	0	0	0	0	0	0	0
花彩少女	g5109_h_dod	2	1	0	0	0	0	0	0	0	0	0
花彩少女	g5109_j_dod	4	2	0	0	0	0	0	0	0	0	0
花彩少女	g5109_p_dod	8	3	0	0	0	0	0	0	0	0	0
花彩少女	g5109_s_dod	16	4	0	0	0	0	0	0	0	0	0
空音少女	g5110_h_dod	2	1	0	0	0	0	0	0	0	0	0
空音少女	g5110_jp_dod	12	9	0	0	0	0	0	0	0	0	0
空音少女	g5110_s_dod	16	4	0	0	0	0	0	0	0	0	0
空音少女（黑）	g5111_h_dod	2	1	0	0	0	0	0	0	0	0	0
空音少女（黑）	g5111_jp_dod	12	9	0	0	0	0	0	0	0	0	0
空音少女（黑）	g5111_s_dod	16	4	0	0	0	0	0	0	0	0	0
优雅韵味	g5112_h_dod	2	1	0	0	0	0	0	0	0	0	0
优雅韵味	g5112_jp_dod	12	9	0	0	0	0	0	0	0	0	0
优雅韵味	g5112_s_dod	16	4	0	0	0	0	0	0	0	0	0
DJ女生	g5113_h_dod	2	1	0	0	0	0	0	0	0	0	0
DJ女生	g5113_j_dod	4	2	0	0	0	0	0	0	0	0	0
DJ女生	g5113_p_dod	8	3	0	0	0	0	0	0	0	0	0
DJ女生	g5113_s_dod	16	4	0	0	0	0	0	0	0	0	0
英伦学院	g5114_h_dod	2	1	0	0	0	0	0	0	0	0	0
英伦学院	g5114_j_dod	4	2	0	0	0	0	0	0	0	0	0
英伦学院	g5114_p_dod	8	3	0	0	0	0	0	0	0	0	0
英伦学院	g5114_s_dod	16	4	0	0	0	0	0	0	0	0	0
幽兰佳人	g5115_h_dod	2	1	0	0	0	0	0	0	0	0	0
幽兰佳人	g5115_jp_dod	12	9	0	0	0	0	0	0	0	0	0
幽兰佳人	g5115_s_dod	16	4	0	0	0	0	0	0	0	0	0
恋爱季节	g5116_h_dod	2	1	0	0	0	0	0	0	0	0	0
恋爱季节	g5116_j_dod	4	2	0	0	0	0	0	0	0	0	0
恋爱季节	g5116_p_dod	8	3	0	0	0	0	0	0	0	0	0
恋爱季节	g5116_s_dod	16	4	0	0	0	0	0	0	0	0	0
粉色梦璃	g5117_h_dod	2	1	0	0	0	0	0	0	0	0	0
粉色梦璃	g5117_jp_dod	12	9	0	0	0	0	0	0	0	0	0
粉色梦璃	g5117_s_dod	16	4	0	0	0	0	0	0	0	0	0
g5118_h_dod	g5118_h_dod	2	1	0	0	0	0	0	0	0	0	0
g5118_j_dod	g5118_j_dod	4	2	0	0	0	0	0	0	0	0	0
g5118_p_dod	g5118_p_dod	8	3	0	0	0	0	0	0	0	0	0
g5118_s_dod	g5118_s_dod	16	4	0	0	0	0	0	0	0	0	0
契约之吻	g5119_h_dod	2	1	0	0	0	0	0	0	0	0	0
契约之吻	g5119_jp_dod	12	9	0	0	0	0	0	0	0	0	0
契约之吻	g5119_s_dod	16	4	0	0	0	0	0	0	0	0	0
心海香气	g5121_h_dod	2	1	0	0	0	0	0	0	0	0	0
心海香气	g5121_j_dod	4	2	0	0	0	0	0	0	0	0	0
心海香气	g5121_p_dod	8	3	0	0	0	0	0	0	0	0	0
心海香气	g5121_s_dod	16	4	0	0	0	0	0	0	0	0	0
海岛风情	g5122_h_dod	2	1	0	0	0	0	0	0	0	0	0
海岛风情	g5122_j_dod	4	2	0	0	0	0	0	0	0	0	0
海岛风情	g5122_p_dod	8	3	0	0	0	0	0	0	0	0	0
海岛风情	g5122_s_dod	16	4	0	0	0	0	0	0	0	0	0
g5125_h_dod	g5125_h_dod	2	1	0	0	0	0	0	0	0	0	0
g5125_j_dod	g5125_j_dod	4	2	0	0	0	0	0	0	0	0	0
g5125_p_dod	g5125_p_dod	8	3	0	0	0	0	0	0	0	0	0
g5125_s_dod	g5125_s_dod	16	4	0	0	0	0	0	0	0	0	0
时尚怪怪	g5153_h_dod	2	1	0	0	0	0	0	0	0	0	0
时尚怪怪	g5153_j_dod	4	2	0	0	0	0	0	0	0	0	0
时尚怪怪	g5153_p_dod	8	3	0	0	0	0	0	0	0	0	0
时尚怪怪	g5153_s_dod	16	4	0	0	0	0	0	0	0	0	0
空城恋语	g5154_j_dod	4	2	0	0	0	0	0	0	0	0	0
空城恋语	g5154_p_dod	8	3	0	0	0	0	0	0	0	0	0
空城恋语	g5154_s_dod	16	4	0	0	0	0	0	0	0	0	0
英伦艺术	g5155_h_dod	2	1	0	0	0	0	0	0	0	0	0
英伦艺术	g5155_j_dod	4	2	0	0	0	0	0	0	0	0	0
英伦艺术	g5155_p_dod	8	3	0	0	0	0	0	0	0	0	0
英伦艺术	g5155_s_dod	16	4	0	0	0	0	0	0	0	0	0
佳仁小姐	g5156_h_dod	2	1	0	0	0	0	0	0	0	0	0
佳仁小姐	g5156_jp_dod	12	9	0	0	0	0	0	0	0	0	0
佳仁小姐	g5156_s_dod	16	4	0	0	0	0	0	0	0	0	0
琉璃雪衣	g5157_h_dod	2	1	0	0	0	0	0	0	0	0	0
琉璃雪衣	g5157_jp_dod	12	9	0	0	0	0	0	0	0	0	0
琉璃雪衣	g5157_s_dod	16	4	0	0	0	0	0	0	0	0	0
玫色情节	g5158_h_dod	2	1	0	0	0	0	0	0	0	0	0
玫色情节	g5158_jp_dod	12	9	0	0	0	0	0	0	0	0	0
玫色情节	g5158_s_dod	16	4	0	0	0	0	0	0	0	0	0
怡情秋语	g5159_h_dod	2	1	0	0	0	0	0	0	0	0	0
怡情秋语	g5159_j_dod	4	2	0	0	0	0	0	0	0	0	0
怡情秋语	g5159_p_dod	8	3	0	0	0	0	0	0	0	0	0
怡情秋语	g5159_s_dod	16	4	0	0	0	0	0	0	0	0	0
幸福花语	g5160_h_dod	2	1	0	0	0	0	0	0	0	0	0
幸福花语	g5160_jp_dod	12	9	0	0	0	0	0	0	0	0	0
幸福花语	g5160_s_dod	16	4	0	0	0	0	0	0	0	0	0
祈梦嫁衣	g5161_h_dod	2	1	0	0	0	0	0	0	0	0	0
祈梦嫁衣	g5161_s_dod	16	4	0	0	0	0	0	0	0	0	0
雪兔精灵	g5162_h_dod	2	1	0	0	0	0	0	0	0	0	0
雪兔精灵	g5162_jp_dod	12	9	0	0	0	0	0	0	0	0	0
雪兔精灵	g5162_s_dod	16	4	0	0	0	0	0	0	0	0	0
守护甜心	g5167_h_dod	2	1	0	0	0	0	0	0	0	0	0
守护甜心	g5167_jp_dod	12	9	0	0	0	0	0	0	0	0	0
守护甜心	g5167_s_dod	16	4	0	0	0	0	0	0	0	0	0
琉金梦月	g5169_h_dod	2	1	0	0	0	0	0	0	0	0	0
琉金梦月	g5169_jp_dod	12	9	0	0	0	0	0	0	0	0	0
琉金梦月	g5169_s_dod	16	4	0	0	0	0	0	0	0	0	0
蜜恋冬阳	g5174_h_dod	2	1	0	0	0	0	0	0	0	0	0
蜜恋冬阳	g5174_j_dod	4	2	0	0	0	0	0	0	0	0	0
蜜恋冬阳	g5174_p_dod	8	3	0	0	0	0	0	0	0	0	0
水月伊人	g5181_h_dod	2	1	0	0	0	0	0	0	0	0	0
水月伊人	g5181_j_dod	4	2	0	0	0	0	0	0	0	0	0
水月伊人	g5181_p_dod	8	3	0	0	0	0	0	0	0	0	0
水月伊人	g5181_s_dod	16	4	0	0	0	0	0	0	0	0	0
name0333	g6002_s_dod	16	4	0	0	0	0	0	0	0	0	0
